dataset_name,modality,fold,threshold_used,optimized_threshold,accuracy,precision,sensitivity,specificity,f1_score,roc_auc,tn,fp,fn,tp,train_healthy_count,train_pd_count,train_patient_count,val_healthy_count,val_pd_count,val_patient_count
Public_Dataset,handwriting,5,0.64,0.64,1.0,1.0,1.0,0.9999999989999999,1.0,1.0,10,0,0,11,123,40,163,10,11,21
