dataset_name,modality,fold,threshold_used,optimized_threshold,accuracy,precision,sensitivity,specificity,f1_score,roc_auc,tn,fp,fn,tp,train_healthy_count,train_pd_count,train_patient_count,val_healthy_count,val_pd_count,val_patient_count
Public_Dataset,handwriting,1,0.37,0.37,1.0,1.0,1.0,0.999999999090909,1.0,1.0,11,0,0,10,120,41,161,11,10,21
Public_Dataset,handwriting,2,0.17,0.17,1.0,1.0,1.0,0.9999999989999999,1.0,1.0,10,0,0,10,123,41,164,10,10,20
Public_Dataset,handwriting,3,0.33,0.33,0.95,1.0,0.9,0.9999999989999999,0.9473684210526315,0.97,10,0,1,9,123,41,164,10,10,20
Public_Dataset,handwriting,4,0.42,0.42,0.9,0.9,0.9,0.8999999991,0.9,0.94,9,1,1,9,123,41,164,10,10,20
Public_Dataset,handwriting,5,0.64,0.64,1.0,1.0,1.0,0.9999999989999999,1.0,1.0,10,0,0,11,123,40,163,10,11,21
