dataset_name,modality,fold,threshold_used,optimized_threshold,accuracy,precision,sensitivity,specificity,f1_score,roc_auc,tn,fp,fn,tp,train_healthy_count,train_pd_count,train_patient_count,val_healthy_count,val_pd_count,val_patient_count
Public_Dataset,handwriting,3,0.33,0.33,0.95,1.0,0.9,0.9999999989999999,0.9473684210526315,0.97,10,0,1,9,123,41,164,10,10,20
