dataset_name,modality,fold,threshold_used,optimized_threshold,accuracy,precision,sensitivity,specificity,f1_score,roc_auc,tn,fp,fn,tp,train_healthy_count,train_pd_count,train_patient_count,val_healthy_count,val_pd_count,val_patient_count
Public_Dataset,handwriting,1,0.37,0.37,1.0,1.0,1.0,0.999999999090909,1.0,1.0,11,0,0,10,120,41,161,11,10,21
