dataset_name,modality,fold,threshold_used,accuracy,precision,sensitivity,specificity,f1_score,roc_auc,tn,fp,fn,tp,train_healthy_count,train_pd_count,train_patient_count,val_healthy_count,val_pd_count,val_patient_count
BD_Dataset,handwriting,2,0.5,0.75,0.6666666666666666,1.0,0.49999999875,0.8,0.9375,2,2,0,4,14,17,31,4,4,8
