dataset_name,modality,fold,threshold_used,optimized_threshold,accuracy,precision,sensitivity,specificity,f1_score,roc_auc,tn,fp,fn,tp,train_healthy_count,train_pd_count,train_patient_count,val_healthy_count,val_pd_count,val_patient_count
BD_Dataset,handwriting,3,0.1,0.1,0.9047619047619048,0.8571428571428571,1.0,0.7777777769135802,0.9230769230769231,0.962962962962963,7,2,0,12,111,50,161,9,12,21
