dataset_name,modality,fold,threshold_used,optimized_threshold,accuracy,precision,sensitivity,specificity,f1_score,roc_auc,tn,fp,fn,tp,train_healthy_count,train_pd_count,train_patient_count,val_healthy_count,val_pd_count,val_patient_count
HandPD,handwriting,4,0.73,0.73,0.8611111111111112,0.896551724137931,0.9285714285714286,0.624999999609375,0.9122807017543859,0.8783482142857143,10,6,4,52,168,240,408,16,56,72
