dataset_name,modality,fold,threshold_used,optimized_threshold,accuracy,precision,sensitivity,specificity,f1_score,roc_auc,tn,fp,fn,tp,train_healthy_count,train_pd_count,train_patient_count,val_healthy_count,val_pd_count,val_patient_count
HandPD,handwriting,3,0.64,0.64,0.9305555555555556,0.9322033898305084,0.9821428571428571,0.74999999953125,0.9565217391304348,0.9598214285714286,12,4,1,55,56,240,296,16,56,72
