dataset_name,modality,fold,threshold_used,accuracy,precision,sensitivity,specificity,f1_score,roc_auc,tn,fp,fn,tp,train_healthy_count,train_pd_count,train_patient_count,val_healthy_count,val_pd_count,val_patient_count
HandPD,handwriting,2,0.5,0.9605263157894737,0.9552238805970149,1.0,0.749999999375,0.9770992366412213,1.0,9,3,0,64,60,232,292,12,64,76
